3.8234 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
119.0189 	EXP 	grating: ori = 0.0
119.0189 	EXP 	fixation: autoDraw = True
120.0190 	EXP 	fixation: autoDraw = False
120.0190 	EXP 	grating: autoDraw = True
120.3187 	EXP 	grating: autoDraw = False
120.5588 	EXP 	New trial (rep=61, index=0): None
120.5626 	DATA 	Keypress: up
120.5687 	EXP 	fixation: autoDraw = False
120.5687 	EXP 	grating: autoDraw = False
120.5687 	EXP 	grating: ori = 0.0
120.5687 	EXP 	fixation: autoDraw = True
121.5695 	EXP 	fixation: autoDraw = False
121.5695 	EXP 	grating: autoDraw = True
121.8689 	EXP 	grating: autoDraw = False
121.9922 	EXP 	New trial (rep=62, index=0): None
121.9960 	DATA 	Keypress: up
122.0023 	EXP 	fixation: autoDraw = False
122.0023 	EXP 	grating: autoDraw = False
122.0023 	EXP 	grating: ori = 3.0
122.0023 	EXP 	fixation: autoDraw = True
123.0025 	EXP 	fixation: autoDraw = False
123.0025 	EXP 	grating: autoDraw = True
123.3022 	EXP 	grating: autoDraw = False
123.4748 	EXP 	New trial (rep=63, index=0): None
123.4792 	DATA 	Keypress: down
123.4859 	EXP 	fixation: autoDraw = False
123.4859 	EXP 	grating: autoDraw = False
123.4859 	EXP 	grating: ori = -3.0
123.4859 	EXP 	fixation: autoDraw = True
124.4858 	EXP 	fixation: autoDraw = False
124.4858 	EXP 	grating: autoDraw = True
124.7857 	EXP 	grating: autoDraw = False
124.8408 	EXP 	New trial (rep=64, index=0): None
124.8446 	DATA 	Keypress: down
124.8524 	EXP 	fixation: autoDraw = False
124.8524 	EXP 	grating: autoDraw = False
124.8524 	EXP 	grating: ori = 1.0
124.8524 	EXP 	fixation: autoDraw = True
125.8524 	EXP 	fixation: autoDraw = False
125.8524 	EXP 	grating: autoDraw = True
126.1527 	EXP 	grating: autoDraw = False
126.2599 	EXP 	New trial (rep=65, index=0): None
126.2638 	DATA 	Keypress: down
126.2690 	EXP 	fixation: autoDraw = False
126.2690 	EXP 	grating: autoDraw = False
126.2690 	EXP 	grating: ori = 1.0
126.2690 	EXP 	fixation: autoDraw = True
127.2691 	EXP 	fixation: autoDraw = False
127.2691 	EXP 	grating: autoDraw = True
127.5691 	EXP 	grating: autoDraw = False
127.6572 	DATA 	Keypress: up
127.6743 	EXP 	New trial (rep=66, index=0): None
127.6860 	EXP 	fixation: autoDraw = False
127.6860 	EXP 	grating: autoDraw = False
127.6860 	EXP 	grating: ori = -4.0
127.6860 	EXP 	fixation: autoDraw = True
128.6862 	EXP 	fixation: autoDraw = False
128.6862 	EXP 	grating: autoDraw = True
128.9864 	EXP 	grating: autoDraw = False
129.0928 	EXP 	New trial (rep=67, index=0): None
129.0969 	DATA 	Keypress: down
129.1029 	EXP 	fixation: autoDraw = False
129.1029 	EXP 	grating: autoDraw = False
129.1029 	EXP 	grating: ori = 0.0
129.1029 	EXP 	fixation: autoDraw = True
130.1027 	EXP 	fixation: autoDraw = False
130.1027 	EXP 	grating: autoDraw = True
130.4024 	EXP 	grating: autoDraw = False
130.7089 	EXP 	New trial (rep=68, index=0): None
130.7125 	DATA 	Keypress: up
130.7195 	EXP 	fixation: autoDraw = False
130.7195 	EXP 	grating: autoDraw = False
130.7195 	EXP 	grating: ori = 0.0
130.7195 	EXP 	fixation: autoDraw = True
131.7196 	EXP 	fixation: autoDraw = False
131.7196 	EXP 	grating: autoDraw = True
132.0195 	EXP 	grating: autoDraw = False
132.0912 	EXP 	New trial (rep=69, index=0): None
132.0946 	DATA 	Keypress: down
132.1025 	EXP 	fixation: autoDraw = False
132.1025 	EXP 	grating: autoDraw = False
132.1025 	EXP 	grating: ori = 0.0
132.1025 	EXP 	fixation: autoDraw = True
133.1030 	EXP 	fixation: autoDraw = False
133.1030 	EXP 	grating: autoDraw = True
133.4027 	EXP 	grating: autoDraw = False
133.5586 	EXP 	New trial (rep=70, index=0): None
133.5622 	DATA 	Keypress: down
133.5697 	EXP 	fixation: autoDraw = False
133.5697 	EXP 	grating: autoDraw = False
133.5697 	EXP 	grating: ori = -5.0
133.5697 	EXP 	fixation: autoDraw = True
134.5696 	EXP 	fixation: autoDraw = False
134.5696 	EXP 	grating: autoDraw = True
134.8698 	EXP 	grating: autoDraw = False
135.0593 	EXP 	New trial (rep=71, index=0): None
135.0626 	DATA 	Keypress: down
135.0694 	EXP 	fixation: autoDraw = False
135.0694 	EXP 	grating: autoDraw = False
135.0694 	EXP 	grating: ori = 2.0
135.0694 	EXP 	fixation: autoDraw = True
136.0695 	EXP 	fixation: autoDraw = False
136.0695 	EXP 	grating: autoDraw = True
136.3693 	EXP 	grating: autoDraw = False
136.4756 	EXP 	New trial (rep=72, index=0): None
136.4793 	DATA 	Keypress: down
136.4868 	EXP 	fixation: autoDraw = False
136.4868 	EXP 	grating: autoDraw = False
136.4868 	EXP 	grating: ori = -3.0
136.4868 	EXP 	fixation: autoDraw = True
137.4864 	EXP 	fixation: autoDraw = False
137.4864 	EXP 	grating: autoDraw = True
137.7866 	EXP 	grating: autoDraw = False
137.8549 	DATA 	Keypress: down
137.8742 	EXP 	New trial (rep=73, index=0): None
137.8860 	EXP 	fixation: autoDraw = False
137.8860 	EXP 	grating: autoDraw = False
137.8860 	EXP 	grating: ori = -4.0
137.8860 	EXP 	fixation: autoDraw = True
138.8867 	EXP 	fixation: autoDraw = False
138.8867 	EXP 	grating: autoDraw = True
139.1865 	EXP 	grating: autoDraw = False
139.2921 	EXP 	New trial (rep=74, index=0): None
139.2962 	DATA 	Keypress: down
139.3030 	EXP 	fixation: autoDraw = False
139.3030 	EXP 	grating: autoDraw = False
139.3030 	EXP 	grating: ori = 4.0
139.3030 	EXP 	fixation: autoDraw = True
140.3036 	EXP 	fixation: autoDraw = False
140.3036 	EXP 	grating: autoDraw = True
140.6031 	EXP 	grating: autoDraw = False
140.6560 	DATA 	Keypress: down
140.6763 	EXP 	New trial (rep=75, index=0): None
140.6864 	EXP 	fixation: autoDraw = False
140.6864 	EXP 	grating: autoDraw = False
140.6864 	EXP 	grating: ori = 0.0
140.6864 	EXP 	fixation: autoDraw = True
141.6867 	EXP 	fixation: autoDraw = False
141.6867 	EXP 	grating: autoDraw = True
141.9867 	EXP 	grating: autoDraw = False
142.1234 	DATA 	Keypress: up
142.1420 	EXP 	New trial (rep=76, index=0): None
142.1529 	EXP 	fixation: autoDraw = False
142.1529 	EXP 	grating: autoDraw = False
142.1529 	EXP 	grating: ori = 2.0
142.1529 	EXP 	fixation: autoDraw = True
143.1535 	EXP 	fixation: autoDraw = False
143.1535 	EXP 	grating: autoDraw = True
143.4534 	EXP 	grating: autoDraw = False
143.5766 	EXP 	New trial (rep=77, index=0): None
143.5804 	DATA 	Keypress: down
143.5867 	EXP 	fixation: autoDraw = False
143.5867 	EXP 	grating: autoDraw = False
143.5867 	EXP 	grating: ori = 0.0
143.5867 	EXP 	fixation: autoDraw = True
144.5866 	EXP 	fixation: autoDraw = False
144.5866 	EXP 	grating: autoDraw = True
144.8864 	EXP 	grating: autoDraw = False
145.0764 	EXP 	New trial (rep=78, index=0): None
145.0817 	DATA 	Keypress: up
145.0865 	EXP 	fixation: autoDraw = False
145.0865 	EXP 	grating: autoDraw = False
145.0865 	EXP 	grating: ori = -2.0
145.0865 	EXP 	fixation: autoDraw = True
146.0870 	EXP 	fixation: autoDraw = False
146.0870 	EXP 	grating: autoDraw = True
146.3866 	EXP 	grating: autoDraw = False
146.4756 	EXP 	New trial (rep=79, index=0): None
146.4792 	DATA 	Keypress: down
146.4869 	EXP 	fixation: autoDraw = False
146.4869 	EXP 	grating: autoDraw = False
146.4869 	EXP 	grating: ori = 0.0
146.4869 	EXP 	fixation: autoDraw = True
147.4870 	EXP 	fixation: autoDraw = False
147.4870 	EXP 	grating: autoDraw = True
147.7867 	EXP 	grating: autoDraw = False
148.1259 	EXP 	New trial (rep=80, index=0): None
148.1296 	DATA 	Keypress: down
148.1369 	EXP 	fixation: autoDraw = False
148.1369 	EXP 	grating: autoDraw = False
148.1369 	EXP 	grating: ori = -4.0
148.1369 	EXP 	fixation: autoDraw = True
149.1366 	EXP 	fixation: autoDraw = False
149.1366 	EXP 	grating: autoDraw = True
149.4368 	EXP 	grating: autoDraw = False
149.5944 	EXP 	New trial (rep=81, index=0): None
149.5982 	DATA 	Keypress: down
149.6037 	EXP 	fixation: autoDraw = False
149.6037 	EXP 	grating: autoDraw = False
149.6037 	EXP 	grating: ori = -5.0
149.6037 	EXP 	fixation: autoDraw = True
150.6038 	EXP 	fixation: autoDraw = False
150.6038 	EXP 	grating: autoDraw = True
150.9033 	EXP 	grating: autoDraw = False
150.9603 	EXP 	New trial (rep=82, index=0): None
150.9642 	DATA 	Keypress: down
150.9703 	EXP 	fixation: autoDraw = False
150.9703 	EXP 	grating: autoDraw = False
150.9703 	EXP 	grating: ori = 0.0
150.9703 	EXP 	fixation: autoDraw = True
151.9701 	EXP 	fixation: autoDraw = False
151.9701 	EXP 	grating: autoDraw = True
152.2702 	EXP 	grating: autoDraw = False
152.2927 	EXP 	New trial (rep=83, index=0): None
152.2965 	DATA 	Keypress: down
152.3036 	EXP 	fixation: autoDraw = False
152.3036 	EXP 	grating: autoDraw = False
152.3036 	EXP 	grating: ori = 0.0
152.3036 	EXP 	fixation: autoDraw = True
153.3038 	EXP 	fixation: autoDraw = False
153.3038 	EXP 	grating: autoDraw = True
153.5913 	DATA 	Keypress: up
153.6034 	EXP 	grating: autoDraw = False
153.6092 	EXP 	New trial (rep=84, index=0): None
153.6206 	EXP 	fixation: autoDraw = False
153.6206 	EXP 	grating: autoDraw = False
153.6206 	EXP 	grating: ori = -3.0
153.6206 	EXP 	fixation: autoDraw = True
154.6204 	EXP 	fixation: autoDraw = False
154.6204 	EXP 	grating: autoDraw = True
154.9205 	EXP 	grating: autoDraw = False
154.9950 	EXP 	New trial (rep=85, index=0): None
154.9985 	DATA 	Keypress: down
155.0037 	EXP 	fixation: autoDraw = False
155.0037 	EXP 	grating: autoDraw = False
155.0037 	EXP 	grating: ori = -5.0
155.0037 	EXP 	fixation: autoDraw = True
156.0039 	EXP 	fixation: autoDraw = False
156.0039 	EXP 	grating: autoDraw = True
156.3037 	EXP 	grating: autoDraw = False
156.5263 	EXP 	New trial (rep=86, index=0): None
156.5299 	DATA 	Keypress: down
156.5369 	EXP 	fixation: autoDraw = False
156.5369 	EXP 	grating: autoDraw = False
156.5369 	EXP 	grating: ori = -2.0
156.5369 	EXP 	fixation: autoDraw = True
157.5373 	EXP 	fixation: autoDraw = False
157.5373 	EXP 	grating: autoDraw = True
157.8375 	EXP 	grating: autoDraw = False
157.9266 	EXP 	New trial (rep=87, index=0): None
157.9310 	DATA 	Keypress: up
157.9370 	EXP 	fixation: autoDraw = False
157.9370 	EXP 	grating: autoDraw = False
157.9370 	EXP 	grating: ori = 0.0
157.9370 	EXP 	fixation: autoDraw = True
158.9372 	EXP 	fixation: autoDraw = False
158.9372 	EXP 	grating: autoDraw = True
159.2372 	EXP 	grating: autoDraw = False
159.6107 	DATA 	Keypress: up
159.6259 	EXP 	New trial (rep=88, index=0): None
159.6371 	EXP 	fixation: autoDraw = False
159.6371 	EXP 	grating: autoDraw = False
159.6371 	EXP 	grating: ori = 0.0
159.6371 	EXP 	fixation: autoDraw = True
160.6378 	EXP 	fixation: autoDraw = False
160.6378 	EXP 	grating: autoDraw = True
160.9375 	EXP 	grating: autoDraw = False
160.9944 	EXP 	New trial (rep=89, index=0): None
160.9987 	DATA 	Keypress: down
161.0040 	EXP 	fixation: autoDraw = False
161.0040 	EXP 	grating: autoDraw = False
161.0040 	EXP 	grating: ori = 0.0
161.0040 	EXP 	fixation: autoDraw = True
162.0041 	EXP 	fixation: autoDraw = False
162.0041 	EXP 	grating: autoDraw = True
162.3045 	EXP 	grating: autoDraw = False
162.4260 	EXP 	New trial (rep=90, index=0): None
162.4292 	DATA 	Keypress: down
162.4374 	EXP 	fixation: autoDraw = False
162.4374 	EXP 	grating: autoDraw = False
162.4374 	EXP 	grating: ori = -4.0
162.4374 	EXP 	fixation: autoDraw = True
163.4374 	EXP 	fixation: autoDraw = False
163.4374 	EXP 	grating: autoDraw = True
163.7373 	EXP 	grating: autoDraw = False
163.9767 	EXP 	New trial (rep=91, index=0): None
163.9843 	DATA 	Keypress: down
163.9872 	EXP 	fixation: autoDraw = False
163.9872 	EXP 	grating: autoDraw = False
163.9872 	EXP 	grating: ori = 2.0
163.9872 	EXP 	fixation: autoDraw = True
164.9877 	EXP 	fixation: autoDraw = False
164.9877 	EXP 	grating: autoDraw = True
165.2876 	EXP 	grating: autoDraw = False
165.3273 	EXP 	New trial (rep=92, index=0): None
165.3311 	DATA 	Keypress: down
165.3378 	EXP 	fixation: autoDraw = False
165.3378 	EXP 	grating: autoDraw = False
165.3378 	EXP 	grating: ori = -2.0
165.3378 	EXP 	fixation: autoDraw = True
166.3377 	EXP 	fixation: autoDraw = False
166.3377 	EXP 	grating: autoDraw = True
166.6372 	EXP 	grating: autoDraw = False
166.7108 	EXP 	New trial (rep=93, index=0): None
166.7148 	DATA 	Keypress: down
166.7208 	EXP 	fixation: autoDraw = False
166.7208 	EXP 	grating: autoDraw = False
166.7208 	EXP 	grating: ori = 0.0
166.7208 	EXP 	fixation: autoDraw = True
167.7209 	EXP 	fixation: autoDraw = False
167.7209 	EXP 	grating: autoDraw = True
168.0209 	EXP 	grating: autoDraw = False
168.2112 	EXP 	New trial (rep=94, index=0): None
168.2151 	DATA 	Keypress: down
168.2209 	EXP 	fixation: autoDraw = False
168.2209 	EXP 	grating: autoDraw = False
168.2209 	EXP 	grating: ori = -3.0
168.2209 	EXP 	fixation: autoDraw = True
169.2211 	EXP 	fixation: autoDraw = False
169.2211 	EXP 	grating: autoDraw = True
169.5214 	EXP 	grating: autoDraw = False
169.6599 	EXP 	New trial (rep=95, index=0): None
169.6638 	DATA 	Keypress: down
169.6710 	EXP 	fixation: autoDraw = False
169.6710 	EXP 	grating: autoDraw = False
169.6710 	EXP 	grating: ori = 0.0
169.6710 	EXP 	fixation: autoDraw = True
170.6711 	EXP 	fixation: autoDraw = False
170.6711 	EXP 	grating: autoDraw = True
170.9711 	EXP 	grating: autoDraw = False
171.4104 	EXP 	New trial (rep=96, index=0): None
171.4143 	DATA 	Keypress: up
171.4213 	EXP 	fixation: autoDraw = False
171.4213 	EXP 	grating: autoDraw = False
171.4213 	EXP 	grating: ori = 0.0
171.4213 	EXP 	fixation: autoDraw = True
172.4213 	EXP 	fixation: autoDraw = False
172.4213 	EXP 	grating: autoDraw = True
172.7216 	EXP 	grating: autoDraw = False
172.9600 	EXP 	New trial (rep=97, index=0): None
172.9635 	DATA 	Keypress: up
172.9713 	EXP 	fixation: autoDraw = False
172.9713 	EXP 	grating: autoDraw = False
172.9713 	EXP 	grating: ori = 0.0
172.9713 	EXP 	fixation: autoDraw = True
173.9714 	EXP 	fixation: autoDraw = False
173.9714 	EXP 	grating: autoDraw = True
174.2711 	EXP 	grating: autoDraw = False
174.4274 	EXP 	New trial (rep=98, index=0): None
174.4310 	DATA 	Keypress: up
174.4383 	EXP 	fixation: autoDraw = False
174.4383 	EXP 	grating: autoDraw = False
174.4383 	EXP 	grating: ori = -2.0
174.4383 	EXP 	fixation: autoDraw = True
175.4379 	EXP 	fixation: autoDraw = False
175.4379 	EXP 	grating: autoDraw = True
175.7380 	EXP 	grating: autoDraw = False
176.0438 	EXP 	New trial (rep=99, index=0): None
176.0477 	DATA 	Keypress: up
176.0548 	EXP 	fixation: autoDraw = False
176.0548 	EXP 	grating: autoDraw = False
176.0548 	EXP 	grating: ori = -2.0
176.0548 	EXP 	fixation: autoDraw = True
177.0546 	EXP 	fixation: autoDraw = False
177.0546 	EXP 	grating: autoDraw = True
177.3546 	EXP 	grating: autoDraw = False
177.6775 	DATA 	Keypress: up
177.6885 	EXP 	fixation: autoDraw = False
177.6885 	EXP 	grating: autoDraw = False
177.9967 	EXP 	window1: mouseVisible = True
